"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"408061","occ","","","39253","Camptosaurus dispar","species","52979","Kimmeridgian","Tithonian","154.8","145","7814","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle"
"408062","occ","","","39253","Camptosaurus dispar","species","52979","Kimmeridgian","Tithonian","154.8","145","10606","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle"
"408063","occ","","","39253","Camptosaurus dispar","species","52979","Kimmeridgian","Tithonian","154.8","145","10606","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle"
"408064","occ","","","39253","Camptosaurus dispar","species","52979","Kimmeridgian","Tithonian","154.8","145","10606","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle"
"408065","occ","","","39253","Stegosaurus stenops","species","56491","Kimmeridgian","Tithonian","154.8","145","10619","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle"
"408067","occ","","","39253","Dryosaurus altus","species","52882","Kimmeridgian","Tithonian","154.8","145","10606","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Dryosaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle"
"408068","occ","","","39253","Coelurus fragilis","species","52986","Kimmeridgian","Tithonian","154.8","145","7814","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Coelurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle"
"408069","occ","","","39253","Camarasaurus lentus","species","63764","Kimmeridgian","Tithonian","154.8","145","10620","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle"
"408081","occ","","","28366","Ceratosaurus nasicornis","species","54165","Late Kimmeridgian","Early Tithonian","152.2","146.3","10606","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Ceratosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
"408082","occ","","","28366","Stegosaurus stenops","species","56491","Late Kimmeridgian","Early Tithonian","152.2","146.3","10606","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
"408084","occ","","","28366","Smitanosaurus agilis","species","63765","Late Kimmeridgian","Early Tithonian","152.2","146.3","12045","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dicraeosauridae","Smitanosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
"408085","occ","","","28366","Haplocanthosaurus priscus","species","57370","Late Kimmeridgian","Early Tithonian","152.2","146.3","10485","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Haplocanthosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
"408086","occ","","","28366","Haplocanthosaurus priscus","species","57370","Late Kimmeridgian","Early Tithonian","152.2","146.3","12960","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Haplocanthosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
"408087","occ","","","28366","Allosaurus fragilis","species","52962","Late Kimmeridgian","Early Tithonian","152.2","146.3","10606","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Allosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
"408089","occ","","","28366","Coelurus fragilis","species","52986","Late Kimmeridgian","Early Tithonian","152.2","146.3","10606","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Coelurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
"408090","occ","","","28366","Nanosaurus agilis","species","52951","Late Kimmeridgian","Early Tithonian","152.2","146.3","10606","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nanosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
"408091","occ","","","28366","Camptosaurus dispar","species","52979","Late Kimmeridgian","Early Tithonian","152.2","146.3","10606","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Camptosaurus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
"408396","occ","","","13212","Camarasaurus grandis","species","52961","Kimmeridgian","Tithonian","154.8","145","14074","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.041000","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 10, T22N, R77W, Como Bluff, Albany Co., WY"
"408398","occ","","","13212","Camarasaurus grandis","species","52961","Kimmeridgian","Tithonian","154.8","145","7813","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.041000","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 10, T22N, R77W, Como Bluff, Albany Co., WY"
"408399","occ","","","13212","Camarasaurus grandis","species","52961","Kimmeridgian","Tithonian","154.8","145","7803","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.041000","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 10, T22N, R77W, Como Bluff, Albany Co., WY"
"408400","occ","","","13212","Camarasaurus grandis","species","52961","Kimmeridgian","Tithonian","154.8","145","7811","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.041000","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 10, T22N, R77W, Como Bluff, Albany Co., WY"
"408401","occ","","","39253","Coelurus fragilis","species","52986","Kimmeridgian","Tithonian","154.8","145","10618","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Coelurus","-105.963402","41.907700","US","Wyoming","Albany","stated in text","4","outcrop","NE 1/4 of sec. 5, T22N, R76W, Como Bluff, Albany Co., WY (possibly section 6); 8 miles E of Como. Includes Quarry 13W, 13 Middle"
"408735","occ","","","39337","Allosaurus amplus","species","52981","Kimmeridgian","Tithonian","154.8","145","7814","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Allosaurus","-106.079803","41.878601","US","Wyoming","Carbon","stated in text","4","small collection","SW 1/4 of NE 1/4 of sec. 17, T22N, R77W, Como Bluff"
"408737","occ","","","39338","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","154.8","145","10618","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Allosaurus","-106.079803","41.893101","US","Wyoming","Carbon","stated in text","4","small collection","NW 1/4 of sec. 8, T22N, R77W, Como Bluff. Along NW edge of Aurora Lake/Lake Como, NW of old Como RR station"
"408739","occ","","","39340","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","154.8","145","7813","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Allosaurus","-106.021599","41.893101","US","Wyoming","Albany","stated in text","4","small collection","S 1/2 of SW 1/4 of sec. 11, T22N, R77W, Como Bluff"
"408740","occ","","","39340","Camarasaurus grandis","species","52961","Kimmeridgian","Tithonian","154.8","145","10618","Chordata","Saurischia","NO_ORDER_SPECIFIED","Camarasauridae","Camarasaurus","-106.021599","41.893101","US","Wyoming","Albany","stated in text","4","small collection","S 1/2 of SW 1/4 of sec. 11, T22N, R77W, Como Bluff"
"408750","occ","","","39342","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","154.8","145","10618","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Allosaurus","-105.982803","41.907700","US","Wyoming","Albany","stated in text","4","small collection","SE 1/4 of sec. 6 (listed as sec. 5 in Connely 2002), T22N, R76W, Como Bluff"
"408756","occ","","","39344","Dryosaurus altus","species","52882","Kimmeridgian","Tithonian","154.8","145","7803","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Dryosaurus","-106.078903","41.878601","US","Wyoming","Carbon","stated in text","4","small collection","E 1/2 of NE 1/4 of sec. 17, T22N, R77W, Como Bluff"
"408759","occ","","","39346","Nanosaurus agilis","species","52951","Tithonian","","149.2","145","9097","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nanosaurus","-106.099098","41.878601","US","Wyoming","Albany","stated in text","4","small collection","NW 1/4 of SW 1/4 of sec. 18, T22N, R77W, Como Bluff"
"408773","occ","","","12816","Coelurus fragilis","species","52986","Kimmeridgian","Tithonian","154.8","145","13451","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Coelurus","-106.002220","41.893055","US","Wyoming","Albany","stated in text","seconds","small collection","SW 1/4 of sec. 12, T22N, R77W, Como Bluff"
"408774","occ","10702","","12816","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","154.8","145","10608","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Allosaurus","-106.002220","41.893055","US","Wyoming","Albany","stated in text","seconds","small collection","SW 1/4 of sec. 12, T22N, R77W, Como Bluff"
"408777","occ","","","12816","Nanosaurus agilis","species","52951","Kimmeridgian","Tithonian","154.8","145","13451","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nanosaurus","-106.002220","41.893055","US","Wyoming","Albany","stated in text","seconds","small collection","SW 1/4 of sec. 12, T22N, R77W, Como Bluff"
"408830","occ","","","39368","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","154.8","145","7814","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Brontosaurus","-106.002197","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 12, T22N, R77W, Como Bluff"
"408839","occ","","","39369","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","154.8","145","7816","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Brontosaurus","-106.002197","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 12, T22N, R77W, Como Bluff"
"408840","occ","13360","","39369","Stegosaurus duplex","species","56495","Kimmeridgian","Tithonian","154.8","145","10619","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-106.002197","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 12, T22N, R77W, Como Bluff"
"408856","occ","","","39370","Stegosaurus ungulatus","species","52985","Kimmeridgian","Tithonian","154.8","145","7814","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Stegosauridae","Stegosaurus","-106.107300","41.882500","US","Wyoming","Carbon","stated in text","4","small collection","NW 1/4 of sec. 18, T22N, R77W, Como Bluff"
"408872","occ","","","39371","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","154.8","145","14074","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Allosaurus","-106.002197","41.893101","US","Wyoming","Albany","stated in text","4","small collection","SW 1/4 of SW 1/4 of sec. 12, T22N, R77W, Como Bluff"
"408913","occ","","","13341","Apatosaurus ajax","species","52958","Kimmeridgian","Tithonian","154.8","145","7811","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-105.187332","39.653423","US","Colorado","Jefferson","estimated from map","6","small collection","sec. 35, T4S, R70W, Morrison, Colorado; along Dinosaur Ridge"
"408920","occ","","","39376","Apatosaurus ajax","species","52958","Kimmeridgian","Tithonian","154.8","145","10618","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Apatosaurus","-105.192596","39.675598","US","Colorado","Jefferson","stated in text","4","small collection","sec. 26, T4S, R70W, Morrison, CO; close to present roadcut for Alameda Parkway through Dinosaur Ridge"
"408921","occ","12303","","39377","Diplodocus longus","species","52920","Kimmeridgian","Tithonian","154.8","145","12896","Chordata","Saurischia","NO_ORDER_SPECIFIED","Diplodocidae","Diplodocus","-105.224701","38.539501","US","Colorado","Fremont","stated in text","4","small collection","sec. 28, T17S, R70W, Garden Park, CO, across arroyo from Felch Quarry 1."
"409319","occ","34173","","11611","Mymoorapelta maysi","species","57683","Kimmeridgian","Tithonian","154.8","145","10656","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Mymoorapelta","-108.995796","39.238300","US","Colorado","Mesa","estimated from map","4","outcrop","NW part of Rabbit Valley, Mesa Co., Colorado"
"409323","occ","13644","","11611","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","154.8","145","14826","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Allosaurus","-108.995796","39.238300","US","Colorado","Mesa","estimated from map","4","outcrop","NW part of Rabbit Valley, Mesa Co., Colorado"
"409326","occ","38770","","11611","Ceratosaurus nasicornis","species","54165","Kimmeridgian","Tithonian","154.8","145","78052","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Ceratosaurus","-108.995796","39.238300","US","Colorado","Mesa","estimated from map","4","outcrop","NW part of Rabbit Valley, Mesa Co., Colorado"
"409343","occ","","","39423","Losillasaurus giganteus","species","57685","Kimmeridgian","Tithonian","154.8","145","10657","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Losillasaurus","-0.816700","38.666698","ES","Valencia","Aras de los Olmos","based on nearby landmark","4","small collection","La Cañada site, 800 m from Losilla, left margin of the barranco de Escáiz, municipality of Aras de Alpuente, Los Serranos basin, Valencia; coordinates given as X = 662.000, Y = 4.426.000, Z = 980 m"
"410610","occ","19675","","39659","Antetonitrus ingenipes","species","57754","Hettangian","Sinemurian","201.4","192.9","10741","Chordata","Saurischia","NO_ORDER_SPECIFIED","Lessemsauridae","Antetonitrus","27.319445","-29.106667","ZA","Free State","Ladybrand","stated in text","seconds","outcrop","saddle between farms Welbedacht 611 and Edelweiss 698, Ladybrand district, Free State, South Africa"
"410862","occ","34728","","39680","Sibirotitan astrosacralis","species","371006","Aptian","","121.4","113","65771","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sibirotitan","87.957779","55.903332","RU","Kemerovo","Chebulinsky","stated in text","seconds","outcrop","Shestakovo-1 locality, Kemerovo region, western Siberia, Kuznetsk Basin, Chebula district, about 40 km S of Mariinsk city; right bluff/precipice of Kiya (Kie) River, a right tributary of Chulym River, 1.5 km downstream from Shestakovo"
"410863","occ","34729","","39680","Sibirotitan astrosacralis","species","371006","Aptian","","121.4","113","65771","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sibirotitan","87.957779","55.903332","RU","Kemerovo","Chebulinsky","stated in text","seconds","outcrop","Shestakovo-1 locality, Kemerovo region, western Siberia, Kuznetsk Basin, Chebula district, about 40 km S of Mariinsk city; right bluff/precipice of Kiya (Kie) River, a right tributary of Chulym River, 1.5 km downstream from Shestakovo"
"410874","occ","18579","","39680","Psittacosaurus sibiricus","species","89029","Aptian","","121.4","113","19092","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Psittacosaurus","87.957779","55.903332","RU","Kemerovo","Chebulinsky","stated in text","seconds","outcrop","Shestakovo-1 locality, Kemerovo region, western Siberia, Kuznetsk Basin, Chebula district, about 40 km S of Mariinsk city; right bluff/precipice of Kiya (Kie) River, a right tributary of Chulym River, 1.5 km downstream from Shestakovo"
"457534","occ","31124","","13307","Saltasaurus loricatus","species","58838","Early Maastrichtian","","72.1","66","11730","Chordata","Saurischia","NO_ORDER_SPECIFIED","Saltasauridae","Saltasaurus","-65.366669","-26.066668","AR","Salta","Candelaria","based on nearby landmark","minutes","outcrop","""140 km south of the city of Salta ... and 11 km west of El Tala, in the Department of Candelaria"". 500 m E of limestone quarry near Arroyo González, on Estancia ""El Brete"", close to the top of a small hill."
"457535","occ","31123","","13307","Noasaurus leali","species","54534","Early Maastrichtian","","72.1","66","11730","Chordata","Reptilia","Theropoda","Noasauridae","Noasaurus","-65.366669","-26.066668","AR","Salta","Candelaria","based on nearby landmark","minutes","outcrop","""140 km south of the city of Salta ... and 11 km west of El Tala, in the Department of Candelaria"". 500 m E of limestone quarry near Arroyo González, on Estancia ""El Brete"", close to the top of a small hill."
"457537","occ","19746","","13307","Martinavis vincei","species","109399","Early Maastrichtian","","72.1","66","25461","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Martinavis","-65.366669","-26.066668","AR","Salta","Candelaria","based on nearby landmark","minutes","outcrop","""140 km south of the city of Salta ... and 11 km west of El Tala, in the Department of Candelaria"". 500 m E of limestone quarry near Arroyo González, on Estancia ""El Brete"", close to the top of a small hill."
"457538","occ","13253","","45087","Huallasaurus australis","species","66683","Late Campanian","Early Maastrichtian","83.6","66","13926","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Huallasaurus","-66.333336","-42.133331","AR","Río Negro","","estimated from map","minutes","outcrop","SW slope of Cerro Cuadrado, Estancia Los Alamitos, near Arroyo Verde, SE Río Negro province; Cona Niyeu\r\nWest slope of Cerro Cuadrado, Estancia Los Alamitos, near Arroyo Verde, SE Río Negro province; Cona Niyeu\r\n[E. Vlachos note: this collection record actually refers to different collection points across the stratigraphic section of the stratotype of the Los Alamitos Formation in Cerro Cuadrado, published in Andreis 1987, fig. 2. We also have unpublished maps of the different collection points during the different campaigns between 1982 - 1987. We will add the different collection points separately and then we will try to add there the corresponding occurrences]"
"457542","occ","","","45088","Huallasaurus australis","species","66683","Late Campanian","Early Maastrichtian","83.6","66","11732","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Huallasaurus","-66.333336","-42.133331","AR","Río Negro","","stated in text","minutes","outcrop","SW slope of Cerro Cuadrado, Estancia Los Alamitos, near Arroyo Verde, SE Río Negro province"
"457789","occ","","","45091","Tangvayosaurus hoffeti","species","58857","Aptian","Albian","121.4","100.5","11745","Chordata","Saurischia","NO_ORDER_SPECIFIED","Euhelopodidae","Tangvayosaurus","105.650002","16.400000","LA","Savannakhet","","based on nearby landmark","1","small collection","Ban Tâng Vai, Savannakhet province"
"457790","occ","","","45092","Tangvayosaurus hoffeti","species","58857","Aptian","Albian","121.4","100.5","11745","Chordata","Saurischia","NO_ORDER_SPECIFIED","Euhelopodidae","Tangvayosaurus","105.650002","16.400000","LA","Savannakhet","","based on nearby landmark","1","small collection","Ban Tâng Vai, Savannakhet province"
"457796","occ","","","13306","Salfitichnus mentoor","species","58862","Late Maastrichtian","","72.1","66","6049","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Salfitichnus","-66.000000","-25.500000","AR","Salta","San Carlos","stated in text","minutes","outcrop","""in the Valle del Tonco, approximately 160 km southwest of the city of Salta""; coordinates given as 25° 23' S, 66° 5' W but map provides more specific location.  Coordinates given in Leonardi 1994.  Located 25 km SE of Quebrada de La Escalera locality, in Quebrada del Tapón, E of ""Don Otto"" miner's camp (CNEA)"
"457805","occ","","","45098","Thescelosaurus neglectus","species","52897","Late Maastrichtian","","72.1","66","11749","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-103.961700","45.948799","US","North Dakota","Bowman","estimated from map","4","small collection","approx. NW 1/4, sec. 32, R106W, T129N"
"457806","occ","","","45098","Tyrannosaurus rex","species","54833","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Tyrannosauridae","Tyrannosaurus","-103.961700","45.948799","US","North Dakota","Bowman","estimated from map","4","small collection","approx. NW 1/4, sec. 32, R106W, T129N"
"457809","occ","","","45098","Richardoestesia isosceles","species","58875","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.961700","45.948799","US","North Dakota","Bowman","estimated from map","4","small collection","approx. NW 1/4, sec. 32, R106W, T129N"
"457812","occ","","","45099","Thescelosaurus neglectus","species","52897","Late Maastrichtian","","72.1","66","11749","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-103.961700","45.948799","US","North Dakota","Bowman","estimated from map","4","small collection","approx. NW 1/4, sec. 32, R106W, T129N"
"457816","occ","","","45099","Tyrannosaurus rex","species","54833","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Tyrannosauridae","Tyrannosaurus","-103.961700","45.948799","US","North Dakota","Bowman","estimated from map","4","small collection","approx. NW 1/4, sec. 32, R106W, T129N"
"457819","occ","","","45099","Richardoestesia isosceles","species","58875","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.961700","45.948799","US","North Dakota","Bowman","estimated from map","4","small collection","approx. NW 1/4, sec. 32, R106W, T129N"
"457837","occ","","","14610","Thescelosaurus neglectus","species","52897","Lancian","","72.1","66","11749","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-103.300003","46.099998","US","North Dakota","Bowman","based on political unit","1","small collection","Little Missouri Badlands"
"457841","occ","","","14610","Tyrannosaurus rex","species","54833","Lancian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Tyrannosauridae","Tyrannosaurus","-103.300003","46.099998","US","North Dakota","Bowman","based on political unit","1","small collection","Little Missouri Badlands"
"457844","occ","","","14610","Richardoestesia isosceles","species","58875","Lancian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.300003","46.099998","US","North Dakota","Bowman","based on political unit","1","small collection","Little Missouri Badlands"
"457860","occ","","","45102","Thescelosaurus neglectus","species","52897","Late Maastrichtian","","72.1","66","11749","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Thescelosaurus","-103.753899","45.977699","US","North Dakota","Bowman","estimated from map","4","small collection","approx. at center of S edge of sec. 24, R105W, T129N"
"457862","occ","","","45102","Tyrannosaurus rex","species","54833","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Tyrannosauridae","Tyrannosaurus","-103.753899","45.977699","US","North Dakota","Bowman","estimated from map","4","small collection","approx. at center of S edge of sec. 24, R105W, T129N"
"457865","occ","","","45102","Richardoestesia isosceles","species","58875","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.753899","45.977699","US","North Dakota","Bowman","estimated from map","4","small collection","approx. at center of S edge of sec. 24, R105W, T129N"
"457866","occ","","","45103","Torosaurus latus","species","63773","Maastrichtian","","72.1","66","11749","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Torosaurus","-103.753899","46.006599","US","North Dakota","Bowman","estimated from map","4","small collection","approx. center of S edge of sec. 12, R105W, T129N"
"457881","occ","","","45109","Tyrannosaurus rex","species","54833","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Tyrannosauridae","Tyrannosaurus","-103.766899","46.026402","US","North Dakota","Bowman","estimated from map","4","small collection","T129N,R105W,sec2, approx. SE 1/4"
"457883","occ","","","45109","Richardoestesia isosceles","species","58875","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.766899","46.026402","US","North Dakota","Bowman","estimated from map","4","small collection","T129N,R105W,sec2, approx. SE 1/4"
"457892","occ","","","45110","Richardoestesia isosceles","species","58875","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Dromaeosauridae","Richardoestesia","-103.766899","46.026402","US","North Dakota","Bowman","estimated from map","4","small collection","T129N,R105W,sec2, approx. SE 1/4"
"457902","occ","","","45111","Tyrannosaurus rex","species","54833","Late Maastrichtian","","72.1","66","11749","Chordata","Reptilia","Theropoda","Tyrannosauridae","Tyrannosaurus","-103.766899","46.026402","US","North Dakota","Bowman","estimated from map","4","small collection","T129N,R105W,sec2, approx. SE 1/4"
